is_goal,match_event_id,location_x,location_y,remaining_min,power_of_shot1,knockout_match2,game_season,remaining_sec1,distance_of_shot1,area_of_shot,shot_basics,range_of_shot,team_name,date_of_game,home_away,shot_id_number,lat_lng,type_of_shot,type_of_combined_shot,match_id,team_id,remaining_min.1,power_of_shot,knockout_match1,remaining_sec2,distance_of_shot2
1,224,-161,219,0,2,1,,1,47,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,22-04-2007,MANU @ PHX,27926,"33.552026, -112.071667",shot - 17,,40600151,1610612747,0,2,35.8,1,79.4
0,196,0,0,2,2,1,1999-00,49,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,12-05-2000,MANU @ PHX,30454,,shot - 4,shot - 4,49900057,1610612747,55.64,2,,49,20
0,74,51,110,4,1,0,2006-07,12,32,Center(C),Goal Line,8-16 ft.,Manchester United,02-02-2007,MANU @ IND,10553,,shot - 3,shot - 3,20600691,1610612747,106.64,1,0,46.2,32
1,514,205,5,2,,0,2003-04,57,40,Right Side(R),Mid Range,16-24 ft.,Manchester United,15-03-2004,MANU vs. ORL,5883,"42.982923, -71.446094",shot - 36,,20300966,1610612747,2,30.36,0,57,40
1,432,0,0,2,4,0,,17,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,14-02-2002,MANU @ SEA,2493,"47.633181, -122.308343",shot - 5,shot - 5,20100720,1610612747,2,4,0,110.2,20
1,278,0,0,9,3,0,1999-00,12,20,Center(C),,Less Than 8 ft.,Manchester United,25-02-2000,MANU vs. BOS,25715,,shot - 12,,29900787,1610612747,9,3,0,59.2,38.4
1,,0,0,7,3,1,2009-10,5,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,15-06-2010,MANU vs. BOS,29513,"42.982923, -71.446094",shot - 39,,40900406,1610612747,7,3,1,60.7856,20
1,,151,199,11,3,0,2005-06,15,44,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,03-03-2006,MANU @ GSW,9035,"37.754130, -122.437947",shot - 3,shot - 3,20500865,1610612747,11,28.6,0,15,44
0,499,0,0,0,4,0,2004-05,11,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,05-11-2004,MANU vs. SAN,6266,"42.982923, -71.446094",shot - 4,shot - 4,20400027,1610612747,58.2,4,0,11,20
0,313,117,150,4,3,0,2001-02,54,39,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,29-03-2002,MANU vs. POR,2910,"42.982923, -71.446094",shot - 48,,20101040,1610612747,4,3,0,54,39
0,167,-79,228,6,2,0,,7,44,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,28-01-2016,MANU vs. CHI,22399,"42.982923, -71.446094",shot - 3,shot - 3,21500697,1610612747,102.2,2,0,7,44
0,168,-76,89,8,2,0,2009-10,34,31,Left Side(L),Goal Line,8-16 ft.,Manchester United,10-01-2010,MANU vs. MIL,15720,"42.982923, -71.446094",shot - 12,,20900543,1610612747,8,78.36,0,34,31
0,478,0,0,5,4,0,1998-99,8,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,10-03-1999,MANU vs. LAC,24557,"42.982923, -71.446094",shot - 4,,29800265,1610612747,5,4,0,8,20
1,179,-150,42,7,2,0,2011-12,35,35,Left Side(L),Mid Range,8-16 ft.,Manchester United,27-12-2011,MANU vs. UTA,18122,"42.982923, -71.446094",shot - 3,shot - 3,21100022,1610612747,7,2,0,35,35
0,246,-162,245,11,3,0,2000-01,17,49,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,18-11-2000,MANU @ DEN,201,"39.739968, -104.954013",shot - 3,shot - 3,20000140,1610612747,11,3,0,,49
0,134,-145,23,10,2,1,2000-01,21,34,Left Side(L),Mid Range,,Manchester United,25-05-2001,MANU vs. SAS,26412,"42.982923, -71.446094",shot - 28,,40000071,1610612747,10,2,,21,
1,304,-156,,6,3,0,2006-07,14,40,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,30-11-2006,MANU vs. UTA,9927,"42.982923, -71.446094",shot - 36,,20600223,1610612747,6,3,0,101.2,89.4
0,423,39,240,3,4,0,2007-08,3,44,Center(C),Penalty Spot,24+ ft.,Manchester United,08-02-2008,MANU @ ORL,12481,"28.549237, -81.372780",shot - 3,shot - 3,20700728,1610612747,3,4,0,3,44
1,158,164,2,7,2,0,,55,36,Right Side(R),Mid Range,16-24 ft.,Manchester United,18-03-2007,MANU vs. MIN,11009,"42.982923, -71.446094",shot - 3,shot - 3,20600994,1610612747,110.2,2,0,55,36
1,29,-92,158,8,1,0,,15,38,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,28-02-2001,MANU @ DEN,1193,"39.739968, -104.954013",shot - 3,shot - 3,20000828,1610612747,113.2,47.6,0,,21.4
0,149,222,127,10,2,0,2010-11,30,45,Right Side Center(RC),,24+ ft.,Manchester United,25-12-2010,MANU vs. MIA,17007,,shot - 3,shot - 3,21000435,1610612747,10,2,0,30,45
1,366,230,-6,0,3,0,,38,43,Right Side(R),Right Corner,24+ ft.,Manchester United,24-11-2009,MANU vs. NYK,15190,"42.982923, -71.446094",shot - 3,shot - 3,20900207,1610612747,0,3,0,38,43
0,5,-141,217,11,1,0,2012-13,21,45,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,06-03-2013,MANU @ NOH,20666,"30.018061, -90.022651",shot - 11,,21200906,1610612747,98.64,57.36,0,21,45
1,380,-44,7,,4,0,2000-01,18,24,Center(C),Goal Line,Less Than 8 ft.,Manchester United,19-03-2001,MANU @ ATL,1414,,shot - 24,,20000965,1610612747,111.64,102.36,,,24
1,32,,114,7,1,,,47,35,Left Side(L),Mid Range,8-16 ft.,Manchester United,20-03-2005,MANU vs. SEA,7257,"42.982923, -71.446094",shot - 3,shot - 3,20400984,1610612747,7,1,75.8,47,88.4
0,226,2,116,1,2,0,,49,31,Center(C),,8-16 ft.,Manchester United,,MANU @ MIN,17632,"46.667324, -94.419250",shot - 3,shot - 3,21000900,1610612747,30.64,2,0,82.7856,31
1,75,0,0,4,1,0,1996-97,28,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,05-01-1997,MANU @ VAN,23002,"49.250068, -123.114646",shot - 4,shot - 4,29600454,1610612747,4,59.36,0,,20
0,3,-16,135,11,1,0,2001-02,43,33,,Goal Line,,Manchester United,22-03-2002,MANU vs. DET,2826,"42.982923, -71.446094",shot - 3,shot - 3,20100986,1610612747,11,1,59.928,43,103.4
1,31,-35,105,7,1,0,2012-13,56,31,Center(C),,8-16 ft.,Manchester United,,MANU @ BKN,20422,"40.623199, -73.951223",shot - 3,shot - 3,21200716,1610612747,7,1,,56,31
0,259,0,0,5,3,0,1996-97,46,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,04-02-1997,MANU @ LAC,23110,"34.189593, -118.471724",shot - 4,shot - 4,29600665,1610612747,41.2,3,0,27.2,107.4
1,454,-46,258,0,4,0,2004-05,4,46,Center(C),Penalty Spot,24+ ft.,Manchester United,28-02-2005,MANU @ NYK,7033,,shot - 24,,20400831,1610612747,0,4,0,4,
0,205,202,45,1,2,0,2006-07,39,40,Right Side(R),Mid Range,16-24 ft.,Manchester United,07-01-2007,MANU vs. DAL,10314,"42.982923, -71.446094",shot - 3,shot - 3,20600504,1610612747,1,2,0,39,40
0,380,-181,158,6,4,0,1996-97,0,44,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,07-03-1997,MANU vs. HOU,23169,"42.982923, -71.446094",shot - 7,,29600869,1610612747,6,4,0,93.2,90.4
0,110,0,0,1,1,0,2003-04,55,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,12-01-2004,MANU vs. CLE,5580,"42.982923, -71.446094",shot - 4,shot - 4,20300531,1610612747,39.64,55.36,0,55,20
1,563,-41,214,2,5,0,2005-06,9,41,Center(C),,16-24 ft.,,02-11-2005,MANU @ DEN,7560,"39.739968, -104.954013",shot - 56,,20500016,1610612747,2,117.36,0,9,41
0,254,-56,174,8,3,0,2002-03,40,38,Center(C),Mid Range,16-24 ft.,Manchester United,18-02-2003,MANU vs. HOU,4318,"42.982923, -71.446094",shot - 25,,20200769,1610612747,8,26.36,0,40,64.728
1,354,,100,,3,0,,14,,Right Side(R),Mid Range,16-24 ft.,Manchester United,13-12-2007,MANU vs. SAS,11876,"42.982923, -71.446094",shot - 3,shot - 3,20700326,1610612747,3,88.36,0,14,38
0,263,58,,11,3,0,,21,,Center(C),Goal Line,8-16 ft.,Manchester United,07-02-2011,MANU @ MEM,17442,"35.103812, -89.964007",shot - 43,,21000759,1610612747,11,3,0,21,32
1,76,-128,91,3,1,0,2014-15,44,35,Left Side(L),,8-16 ft.,Manchester United,05-12-2014,MANU @ BOS,21507,"42.330507, -71.074655",shot - 17,,21400279,1610612747,3,,0,44,35
0,96,0,0,1,1,0,2001-02,6,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,27-01-2002,MANU @ PHI,2333,"39.993941, -75.143458",shot - 39,,20100622,1610612747,1,1,0,6,20
0,191,0,0,5,2,0,,37,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,23-12-2007,MANU @ NYK,12002,"40.708999, -73.872430",shot - 25,,20700400,1610612747,5,2,0,99.2,48.4
1,186,,0,,2,0,2008-09,49,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,10-02-2009,MANU vs. OKC,14205,"42.982923, -71.446094",shot - 55,,20800772,1610612747,5,2,0,49,20
0,36,-18,71,8,1,0,2010-11,15,27,Center(C),Goal Line,Less Than 8 ft.,Manchester United,22-03-2011,MANU vs. PHX,17809,"42.982923, -71.446094",shot - 16,,21001053,1610612747,8,1,0,15,27
1,35,-2,143,6,1,0,2014-15,24,34,Center(C),Mid Range,8-16 ft.,Manchester United,30-12-2014,MANU @ DEN,21691,"39.739968, -104.954013",shot - 43,,21400471,1610612747,84.64,22.36,0,24,34
0,176,96,51,6,2,0,1999-00,45,30,Right Side(R),Mid Range,8-16 ft.,Manchester United,06-03-2000,MANU @ LAC,25804,"34.189593, -118.471724",shot - 3,shot - 3,29900856,1610612747,25.2,2,0,45,39.4
0,28,-21,,7,,1,1998-99,55,45,Center(C),Penalty Spot,24+ ft.,Manchester United,22-05-1999,MANU vs. SAS,30270,"42.982923, -71.446094",shot - 3,shot - 3,49800051,1610612747,7,68.36,1,32.2,
1,249,0,0,10,3,0,2001-02,,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,22-01-2002,MANU vs. DEN,2276,"42.982923, -71.446094",shot - 4,,20100588,1610612747,10,3,90.928,104.2,20
0,505,0,0,0,4,0,2007-08,13,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,27-01-2008,,12338,"42.982923, -71.446094",shot - 4,shot - 4,20700643,1610612747,0,99.36,0,13,33.4
0,34,140,172,6,1,0,,58,42,Right Side Center(RC),,16-24 ft.,Manchester United,21-11-2008,MANU vs. DEN,13354,"42.982923, -71.446094",shot - 25,,20800183,1610612747,6,1,0,58,42
1,29,116,,6,1,0,2010-11,57,38,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,21-12-2010,MANU vs. MIL,16989,"42.982923, -71.446094",shot - 3,shot - 3,21000420,1610612747,85.64,1,96.608,57,38
1,,108,137,,1,0,,42,37,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,22-12-2002,MANU @ TOR,3731,"43.717098, -79.395917",shot - 12,,20200392,1610612747,7,1,0,42,37
0,251,-136,212,11,3,1,2005-06,43,45,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,02-05-2006,MANU @ PHX,27849,"33.552026, -112.071667",shot - 3,shot - 3,40500155,1610612747,11,49.36,1,43,45
1,391,-115,,7,4,0,,31,35,Left Side(L),Mid Range,8-16 ft.,Manchester United,03-12-2000,MANU vs. DAL,389,"42.982923, -71.446094",shot - 44,,20000246,1610612747,7,46.36,0,,35
1,30,0,0,8,1,0,,7,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,09-03-2008,MANU vs. SAC,12725,"42.982923, -71.446094",shot - 4,,20700938,1610612747,8,41.36,59.608,7,20
0,4,141,,11,1,0,2002-03,27,37,Right Side(R),Mid Range,16-24 ft.,Manchester United,11-03-2003,MANU @ CHI,4579,"41.845137, -87.660450",shot - 3,shot - 3,20200917,1610612747,11,1,0,49.2,37
1,345,39,196,10,4,0,2007-08,,39,Center(C),Mid Range,16-24 ft.,Manchester United,13-11-2007,MANU @ SAS,11582,"29.444994, -98.524120",shot - 39,,20700101,1610612747,100.64,4,0,99.2,39
0,,102,164,8,1,0,2015-16,7,39,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,28-10-2015,MANU vs. MIN,21792,"42.982923, -71.446094",shot - 36,,21500017,1610612747,8,1,0,54.7856,39
0,30,110,135,,1,0,2002-03,6,37,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,,MANU vs. HOU,3338,"42.982923, -71.446094",shot - 3,shot - 3,20200142,1610612747,23.64,1,0,102.7856,37
0,389,,135,2,3,0,2012-13,29,39,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,15-01-2013,MANU vs. MIL,20229,"42.982923, -71.446094",shot - 17,,21200569,1610612747,2,3,,,39
0,459,181,125,3,4,0,2003-04,57,41,Right Side(R),Mid Range,16-24 ft.,Manchester United,06-11-2003,MANU @ SAS,5095,"29.444994, -98.524120",shot - 3,shot - 3,20300064,1610612747,3,4,0,57,41
0,331,179,40,7,3,0,,47,38,Right Side(R),Mid Range,16-24 ft.,Manchester United,12-02-2003,MANU @ DEN,4220,"39.739968, -104.954013",shot - 38,,20200727,1610612747,7,64.36,0,47,18.4
0,530,24,63,4,4,1,2008-09,2,26,Center(C),Goal Line,Less Than 8 ft.,Manchester United,21-05-2009,MANU vs. DEN,28812,"42.982923, -71.446094",shot - 3,shot - 3,40800312,1610612747,4,4,,2,26
0,377,-87,160,0,3,0,2011-12,49,38,Left Side Center(LC),Mid Range,,Manchester United,20-03-2012,MANU @ HOU,19161,"29.740325, -95.365762",shot - 3,shot - 3,21100679,1610612747,45.64,3,52.608,49,38
1,95,-77,145,0,1,0,2006-07,37,36,Left Side Center(LC),Mid Range,,Manchester United,12-04-2007,MANU vs. LAC,,"42.982923, -71.446094",shot - 3,shot - 3,20601174,1610612747,0,1,61.8,37,36
0,396,-230,-9,3,3,0,2003-04,27,,Left Side(L),Left Corner,24+ ft.,Manchester United,04-12-2003,MANU @ DAL,5301,"32.757824, -96.786653",shot - 22,,20300258,1610612747,20.64,22.36,0,27,43
1,285,0,0,6,3,0,2006-07,11,20,Center(C),Goal Area,,Manchester United,01-04-2007,MANU vs. SAC,11210,"42.982923, -71.446094",shot - 4,shot - 4,20601099,1610612747,6,3,0,11,20
0,53,56,61,6,1,0,,19,28,Right Side(R),Goal Line,8-16 ft.,Manchester United,30-03-2016,MANU vs. MIA,22741,,shot - 7,,21501121,1610612747,6,1,0,19,28
1,232,0,0,9,3,0,,53,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,12-12-2004,MANU vs. ORL,6612,"42.982923, -71.446094",shot - 4,shot - 4,20400301,1610612747,9,3,0,57.7856,20
1,454,143,3,3,4,0,2006-07,33,34,Right Side(R),Mid Range,8-16 ft.,Manchester United,29-12-2006,MANU @ CHA,10238,"35.262047, -80.865746",shot - 3,shot - 3,20600431,1610612747,3,49.36,0,81.2,34
0,,169,,10,3,1,,29,36,Right Side(R),Mid Range,16-24 ft.,Manchester United,26-04-2008,MANU @ DEN,28103,"39.739968, -104.954013",shot - 3,shot - 3,40700143,1610612747,10,3,1,29,36
0,312,0,0,4,3,0,2003-04,50,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,23-12-2003,MANU @ GSW,5413,"37.754130, -122.437947",shot - 4,shot - 4,20300400,1610612747,4,3,47.8,95.2,20
0,312,0,0,3,3,0,2000-01,30,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,,MANU vs. DET,498,"42.982923, -71.446094",shot - 46,,20000297,1610612747,3,3,0,30,20
0,354,187,160,4,3,0,2015-16,43,44,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,,MANU vs. CHA,22425,"42.982923, -71.446094",shot - 48,,21500720,1610612747,4,104.36,0,47.2,44
0,149,40,69,6,2,0,1996-97,11,27,Center(C),Goal Line,Less Than 8 ft.,Manchester United,17-12-1996,MANU @ CHI,22979,"41.845137, -87.660450",shot - 3,shot - 3,29600330,1610612747,119.7616,2,0,11,27
0,369,0,0,0,3,1,,53,20,Center(C),Goal Area,,Manchester United,07-06-2002,MANU vs. NJN,26945,"42.982923, -71.446094",shot - 56,,40100402,1610612747,0,3,1,53,20
0,536,119,86,3,4,0,,16,34,Right Side(R),Mid Range,,Manchester United,09-03-2010,MANU vs. TOR,16192,"42.982923, -71.446094",shot - 3,shot - 3,20900952,1610612747,3,4,122.608,23.2,34
1,348,-87,66,3,3,0,2008-09,24,30,Left Side(L),Mid Range,8-16 ft.,Manchester United,04-01-2009,MANU vs. POR,13796,"42.982923, -71.446094",shot - 3,shot - 3,20800500,1610612747,17.2,3,110.928,24,30
1,190,138,19,6,2,0,,4,33,Right Side(R),Mid Range,,Manchester United,12-01-2002,MANU @ CHI,2166,"41.845137, -87.660450",shot - 3,shot - 3,20100514,1610612747,6,,49.35232,124.7856,33
0,253,-8,5,11,3,0,2003-04,17,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,28-02-2004,MANU @ WAS,5763,"38.919619, -77.015211",shot - 4,shot - 4,20300848,1610612747,107.64,3,0,17,20
1,90,0,0,2,1,0,2005-06,17,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,19-01-2006,MANU @ SAC,8509,,shot - 4,shot - 4,20500563,1610612747,2,1,0,17,20
0,462,121,7,0,4,0,2004-05,54,32,Right Side(R),Mid Range,8-16 ft.,Manchester United,08-12-2004,MANU vs. PHO,6566,"42.982923, -71.446094",shot - 10,,20400272,1610612747,,4,0,54,32
0,447,-149,203,3,4,0,,36,45,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,14-03-1999,MANU @ SAC,24587,"38.567296, -121.456638",shot - 32,,29800297,1610612747,3,4,20.8,36,63.728
1,377,28,89,9,4,0,,36,29,Center(C),Goal Line,8-16 ft.,Manchester United,24-11-2000,MANU vs. MIN,272,"42.982923, -71.446094",shot - 15,,20000180,1610612747,43.64,40.36,0,36,29
0,320,-71,177,4,3,0,2001-02,25,39,Left Side Center(LC),Mid Range,,Manchester United,19-03-2002,MANU @ DAL,2802,"32.757824, -96.786653",shot - 49,,20100962,1610612747,64.2,3,0,25,39
0,482,31,151,0,4,0,1997-98,17,35,Center(C),Mid Range,8-16 ft.,,19-12-1997,MANU @ ATL,23630,"33.768092, -84.393817",shot - 18,,29700343,1610612747,0,4,45.608,,35
1,192,27,56,4,2,0,,17,26,Center(C),Goal Line,Less Than 8 ft.,Manchester United,19-02-2016,MANU vs. SAS,22547,"42.982923, -71.446094",shot - 3,shot - 3,21500818,1610612747,66.64,28.36,0,17,26
1,222,0,0,1,2,0,1998-99,10,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,05-04-1999,MANU vs. DEN,24786,"42.982923, -71.446094",shot - 12,,29800476,1610612747,71.2,51.36,55.35232,10,20
0,492,84,205,6,4,0,2011-12,52,42,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,01-01-2012,MANU @ DEN,18193,"39.739968, -104.954013",shot - 8,,21100063,1610612747,6,4,0,52,86.4
0,386,133,-18,11,4,0,2003-04,9,33,Right Side(R),Mid Range,8-16 ft.,Manchester United,04-11-2003,MANU @ MIL,5070,"43.062206, -87.944754",shot - 3,shot - 3,20300050,1610612747,11,4,69.8,9,33
0,213,-12,13,4,2,0,2000-01,32,21,Center(C),Goal Area,Less Than 8 ft.,Manchester United,30-01-2001,MANU @ CLE,978,"41.484971, -81.671552",shot - 4,shot - 4,20000641,1610612747,4,2,0,32,21
1,420,,142,4,4,0,2009-10,51,39,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,12-12-2009,MANU @ UTA,15336,"40.774891, -111.930790",shot - 55,,20900337,1610612747,60.64,4,0,51,
0,472,58,26,6,4,0,2000-01,37,26,Center(C),Goal Line,Less Than 8 ft.,Manchester United,16-02-2001,,1145,"35.205878, -80.841194",shot - 54,,20000739,1610612747,6,4,0,140.7856,26
1,197,-151,66,3,2,0,,10,36,Left Side(L),Mid Range,16-24 ft.,Manchester United,25-02-2003,MANU vs. LAC,4444,"42.982923, -71.446094",shot - 3,shot - 3,20200820,1610612747,55.64,39.36,0,10,36
0,190,113,140,2,2,0,,2,37,Right Side Center(RC),Mid Range,16-24 ft.,,19-02-2003,MANU @ UTA,4353,"40.774891, -111.930790",shot - 3,shot - 3,20200774,1610612747,2,2,0,2,37
0,297,41,237,2,3,0,2007-08,26,44,Center(C),Penalty Spot,24+ ft.,Manchester United,29-02-2008,MANU @ POR,12650,"45.539131, -122.651648",shot - 36,,20700868,1610612747,2,3,0,26,83.728
1,278,-200,7,3,3,0,2000-01,57,40,Left Side(L),Mid Range,16-24 ft.,Manchester United,28-02-2001,MANU @ DEN,1208,"39.739968, -104.954013",shot - 49,,20000828,1610612747,37.2,3,,57,93.4
1,462,-73,75,3,4,0,2008-09,,30,Left Side(L),Goal Line,8-16 ft.,Manchester United,14-12-2008,MANU vs. MIN,13600,"42.982923, -71.446094",shot - 3,shot - 3,20800350,1610612747,3,69.36,0,100.7856,30
1,53,0,0,7,1,0,2009-10,10,20,Center(C),,,Manchester United,07-03-2010,MANU @ ORL,16149,"28.549237, -81.372780",shot - 4,shot - 4,20900935,1610612747,7,56.36,0,10,20
1,485,105,89,0,4,0,2007-08,57,33,Right Side(R),Mid Range,8-16 ft.,Manchester United,23-12-2007,MANU @ NYK,12016,"40.708999, -73.872430",shot - 3,shot - 3,20700400,1610612747,0,4,0,57,33
1,,,156,7,1,1,1999-00,21,37,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,26-05-2000,MANU @ POR,30521,"45.539131, -122.651648",shot - 40,,49900071,1610612747,,1,1,21,37
1,,0,0,6,3,0,2002-03,25,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,28-12-2002,MANU @ DEN,3797,"39.739968, -104.954013",shot - 4,,20200425,1610612747,6,3,0,25,20
0,224,,212,0,2,1,,31,45,,Penalty Spot,24+ ft.,Manchester United,,MANU vs. SAS,,"42.982923, -71.446094",shot - 46,,40300236,1610612747,0,2,1,31,45
0,109,100,12,0,1,0,2007-08,51,30,Right Side(R),Mid Range,8-16 ft.,Manchester United,13-01-2008,MANU vs. MEM,12181,"42.982923, -71.446094",shot - 5,,20700546,1610612747,61.2,88.36,0,51,30
1,446,-8,52,,4,0,2012-13,25,25,Center(C),Goal Line,Less Than 8 ft.,Manchester United,22-03-2013,MANU vs. WAS,20787,,shot - 52,,21201032,1610612747,61.2,4,0,25,25
0,246,62,12,10,3,0,2002-03,52,26,Center(C),Goal Line,Less Than 8 ft.,Manchester United,17-11-2002,MANU vs. HOU,3351,"42.982923, -71.446094",shot - 3,shot - 3,20200142,1610612747,10,3,0,52,17.4
0,474,-111,3,5,4,1,2008-09,54,31,Left Side(L),Mid Range,8-16 ft.,Manchester United,23-04-2009,MANU @ UTA,28556,"40.774891, -111.930790",shot - 3,shot - 3,40800143,1610612747,48.64,4,1,,31
1,101,71,23,0,1,0,2002-03,47,27,Center(C),Goal Line,Less Than 8 ft.,Manchester United,13-04-2003,MANU @ POR,4970,"45.539131, -122.651648",shot - 3,shot - 3,20201159,1610612747,74.64,1,0,47,27
0,91,72,0,0,1,0,2004-05,32,27,Center(C),Goal Line,Less Than 8 ft.,Manchester United,10-03-2005,,7139,"32.757824, -96.786653",shot - 3,shot - 3,20400903,1610612747,0,1,0,32,27
1,512,-155,231,0,4,0,2009-10,19,47,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,17-11-2009,,15129,,shot - 51,,20900157,1610612747,90.64,4,0,19,47
1,278,97,220,2,3,0,2004-05,5,44,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,22-03-2005,MANU @ UTA,7290,"40.774891, -111.930790",shot - 13,,20400994,1610612747,63.64,3,0,5,44
1,213,0,0,10,3,0,2003-04,27,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,02-11-2003,MANU vs. GSW,5049,"42.982923, -71.446094",shot - 4,,20300040,1610612747,10,3,35.8,36.2,20
1,22,0,0,8,1,0,2006-07,56,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,13-12-2006,MANU @ DAL,10041,"32.757824, -96.786653",shot - 4,,20600324,1610612747,8,92.36,0,,20
0,345,,56,3,3,0,,37,25,Center(C),Goal Line,Less Than 8 ft.,Manchester United,18-11-2012,MANU vs. HOU,19584,"42.982923, -71.446094",shot - 3,shot - 3,21200146,1610612747,3,3,77.8,37,98.4
1,190,138,137,6,2,0,2009-10,6,39,Right Side Center(RC),Mid Range,,Manchester United,16-03-2010,MANU @ SAC,16244,"38.567296, -121.456638",shot - 3,shot - 3,20901004,1610612747,6,2,73.928,6,39
0,460,0,0,2,4,0,2002-03,21,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,,MANU vs. DAL,4937,"42.982923, -71.446094",shot - 4,shot - 4,20201123,1610612747,2,4,0,21,20
0,344,-109,164,2,3,0,2012-13,33,39,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,10-03-2013,MANU vs. CHI,20720,"42.982923, -71.446094",shot - 20,,21200935,1610612747,2,3,0,33,39
1,,80,258,3,4,0,2005-06,8,47,Center(C),Penalty Spot,24+ ft.,,06-03-2006,MANU vs. SAS,9106,"42.982923, -71.446094",shot - 3,shot - 3,20500888,1610612747,3,90.36,0,101.2,
0,434,105,137,6,4,1,,23,37,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,14-06-2009,MANU @ ORL,29028,"28.549237, -81.372780",shot - 3,shot - 3,40800405,1610612747,6,,1,99.7856,37
0,194,233,37,2,2,0,2010-11,57,43,Right Side(R),Right Corner,24+ ft.,Manchester United,05-11-2010,MANU vs. TOR,16531,"42.982923, -71.446094",shot - 55,,21000079,1610612747,2,2,0,57,43
1,301,106,154,8,3,0,,38,38,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,27-01-2013,MANU vs. OKC,20353,"42.982923, -71.446094",shot - 18,,21200653,1610612747,49.64,3,52.928,43.2,38
0,460,212,187,2,4,0,,57,48,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,23-12-2005,MANU @ ORL,8202,,shot - 3,shot - 3,20500372,1610612747,,106.6,0,71.2,48
0,224,-189,107,10,3,0,2005-06,14,41,Left Side(L),Mid Range,16-24 ft.,Manchester United,06-03-2006,MANU vs. SAS,9091,"42.982923, -71.446094",shot - 3,shot - 3,20500888,1610612747,98.64,3,0,14,41
1,367,0,0,,4,0,2005-06,23,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,07-04-2006,MANU @ PHX,9570,"33.552026, -112.071667",shot - 4,,20501130,1610612747,6,4,0,,20
0,287,162,134,10,3,0,,27,41,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,,MANU @ DEN,15077,"39.739968, -104.954013",shot - 56,,20900131,1610612747,10,3,0,,41
1,104,-146,141,,1,0,2005-06,20,40,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,03-11-2005,MANU vs. PHX,7568,"42.982923, -71.446094",shot - 17,,20500019,1610612747,2,1,0,20,40
1,7,1,82,,1,0,2001-02,28,28,Center(C),Goal Line,8-16 ft.,Manchester United,11-12-2001,MANU vs. SEA,1846,"42.982923, -71.446094",shot - 15,,20100301,1610612747,10,1,0,28,28
